job_id,company_id,job_title,salary,required_skills,employment_type,work_model,years_experience_required,career_growth_index
JOB_0255,184,Mobile Developer,31000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,2,Medium
JOB_0256,185,Frontend Developer,33000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Medium
JOB_0257,185,Data Engineer,61000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,4,High
JOB_0258,185,Frontend Developer,58000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,3,High
JOB_0259,188,UX/UI Designer,72000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,High
JOB_0260,188,Product Manager,33000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,High
JOB_0261,189,Full Stack Developer,67000,"React, Node.js, AWS, Docker",Full-time,On-site,2,High
JOB_0262,189,Backend Developer,52000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,2,Medium
JOB_0263,189,QA Engineer,30000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,Stable
JOB_0264,190,Product Manager,36000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,High
JOB_0265,190,Backend Developer,62000,"Node.js, Python, Go, PostgreSQL",Contract,Hybrid,2,Medium
JOB_0266,190,DevOps Engineer,69000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Remote,3,Medium
JOB_0267,191,Frontend Developer,39000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,4,Medium
JOB_0268,191,Frontend Developer,45000,"React, Vue, TypeScript, HTML/CSS",Contract,Hybrid,4,Stable
JOB_0269,191,Product Manager,67000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,2,Stable
JOB_0270,192,DevOps Engineer,98000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,4,Stable
JOB_0271,192,Mobile Developer,44000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,2,High
JOB_0272,193,Frontend Developer,50000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,3,Medium
JOB_0273,193,UX/UI Designer,50000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Remote,5,Medium
JOB_0274,193,Full Stack Developer,103000,"React, Node.js, AWS, Docker",Full-time,On-site,3,Medium
JOB_0275,194,Data Analyst,68000,"SQL, Python, Tableau, Excel",Full-time,On-site,3,Stable
JOB_0276,194,UX/UI Designer,32000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,5,Stable
JOB_0277,194,Backend Developer,61000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,3,High
JOB_0278,195,UX/UI Designer,44000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,2,High
JOB_0279,195,Data Analyst,75000,"SQL, Python, Tableau, Excel",Full-time,Remote,5,Medium
JOB_0280,195,Frontend Developer,60000,"React, Vue, TypeScript, HTML/CSS",Contract,On-site,1,Medium
JOB_0281,196,UX/UI Designer,31000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,1,Medium
JOB_0282,196,UX/UI Designer,47000,"Figma, Adobe XD, Wireframing, User Research",Contract,Remote,3,Medium
JOB_0283,197,UX/UI Designer,46000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Remote,2,Stable
JOB_0284,197,Data Engineer,45000,"Python, Spark, Airflow, Snowflake",Contract,Hybrid,2,Stable
JOB_0285,197,QA Engineer,75000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,Stable
JOB_0286,198,Frontend Developer,32000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,5,High
JOB_0287,199,Backend Developer,34000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,4,Stable
JOB_0288,199,Frontend Developer,95000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,Stable
JOB_0289,200,QA Engineer,62000,"Selenium, Cypress, Automated Testing, Jira",Contract,On-site,5,Stable
JOB_0290,201,Data Engineer,35000,"Python, Spark, Airflow, Snowflake",Contract,On-site,4,Stable
JOB_0291,202,Product Manager,42000,"Agile, Scrum, Jira, Product Roadmap",Contract,Hybrid,1,Stable
JOB_0292,202,UX/UI Designer,88000,"Figma, Adobe XD, Wireframing, User Research",Contract,Hybrid,1,Medium
JOB_0293,202,DevOps Engineer,63000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,5,Medium
JOB_0294,203,Backend Developer,38000,"Node.js, Python, Go, PostgreSQL",Full-time,Remote,3,High
JOB_0295,203,Full Stack Developer,55000,"React, Node.js, AWS, Docker",Full-time,On-site,2,Stable
JOB_0296,203,UX/UI Designer,53000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,2,High
JOB_0297,204,Mobile Developer,68000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,4,Medium
JOB_0298,205,Full Stack Developer,44000,"React, Node.js, AWS, Docker",Full-time,Remote,1,Stable
JOB_0299,205,Data Analyst,52000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0300,205,Product Manager,38000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,High
JOB_0301,206,Mobile Developer,58000,"Flutter, React Native, Swift, Kotlin",Contract,On-site,5,Medium
JOB_0302,206,Backend Developer,44000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,4,Medium
JOB_0303,207,Data Engineer,47000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,2,Stable
JOB_0304,207,Data Engineer,120000,"Python, Spark, Airflow, Snowflake",Contract,Hybrid,5,Stable
JOB_0305,207,Full Stack Developer,74000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,Medium
JOB_0306,208,Frontend Developer,69000,"React, Vue, TypeScript, HTML/CSS",Contract,Hybrid,1,Stable
JOB_0307,208,Frontend Developer,45000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Medium
JOB_0308,208,QA Engineer,116000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,2,High
JOB_0309,209,UX/UI Designer,63000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,5,High
JOB_0310,209,Full Stack Developer,60000,"React, Node.js, AWS, Docker",Full-time,On-site,5,Medium
JOB_0311,210,Data Engineer,68000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,3,Medium
JOB_0312,210,UX/UI Designer,42000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,2,High
JOB_0313,210,Frontend Developer,58000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,Medium
JOB_0314,211,Full Stack Developer,48000,"React, Node.js, AWS, Docker",Full-time,On-site,4,High
JOB_0315,212,QA Engineer,108000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,2,Stable
JOB_0316,212,Data Engineer,33000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,3,Medium
JOB_0317,213,Data Analyst,46000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,Medium
JOB_0318,213,Frontend Developer,51000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,High
JOB_0319,214,Backend Developer,65000,"Node.js, Python, Go, PostgreSQL",Contract,Hybrid,3,Stable
JOB_0320,214,Data Analyst,70000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,Medium
JOB_0321,214,UX/UI Designer,30000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,3,High
JOB_0322,215,Full Stack Developer,31000,"React, Node.js, AWS, Docker",Full-time,Remote,4,Medium
JOB_0323,215,Data Analyst,42000,"SQL, Python, Tableau, Excel",Contract,On-site,5,Stable
JOB_0324,215,UX/UI Designer,61000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,2,Medium
JOB_0325,216,Data Analyst,77000,"SQL, Python, Tableau, Excel",Contract,Remote,5,Stable
JOB_0326,216,Product Manager,50000,"Agile, Scrum, Jira, Product Roadmap",Contract,On-site,3,Stable
JOB_0327,217,Data Analyst,34000,"SQL, Python, Tableau, Excel",Contract,Hybrid,4,High
JOB_0328,218,Mobile Developer,65000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,1,High
JOB_0329,219,Frontend Developer,62000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Stable
JOB_0330,219,Product Manager,46000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,3,Stable
JOB_0331,219,Product Manager,64000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,2,Stable
JOB_0332,220,Full Stack Developer,62000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,Medium
JOB_0333,220,Mobile Developer,64000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,2,Medium
JOB_0334,220,UX/UI Designer,41000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,1,Stable
JOB_0335,221,DevOps Engineer,50000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Remote,3,Stable
JOB_0336,222,Frontend Developer,47000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,3,High
JOB_0337,222,Backend Developer,35000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,1,Stable
JOB_0338,222,QA Engineer,56000,"Selenium, Cypress, Automated Testing, Jira",Contract,Hybrid,2,Medium
JOB_0339,223,DevOps Engineer,59000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,5,Stable
JOB_0340,223,QA Engineer,65000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Remote,3,Stable
JOB_0341,223,DevOps Engineer,30000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,5,High
JOB_0342,224,Frontend Developer,51000,"React, Vue, TypeScript, HTML/CSS",Contract,Hybrid,5,Stable
JOB_0343,224,Frontend Developer,76000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,5,Medium
JOB_0344,225,DevOps Engineer,64000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,3,Stable
JOB_0345,225,Backend Developer,41000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,3,High
JOB_0346,226,Full Stack Developer,59000,"React, Node.js, AWS, Docker",Contract,On-site,4,High
JOB_0347,226,UX/UI Designer,59000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,4,Stable
JOB_0348,226,Product Manager,108000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,5,Medium
JOB_0349,227,UX/UI Designer,66000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,Stable
JOB_0350,227,Mobile Developer,53000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,2,High
JOB_0351,228,Backend Developer,41000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,5,High
JOB_0352,228,Full Stack Developer,43000,"React, Node.js, AWS, Docker",Full-time,On-site,2,Stable
JOB_0353,229,UX/UI Designer,48000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,5,Stable
JOB_0354,230,Backend Developer,55000,"Node.js, Python, Go, PostgreSQL",Contract,Hybrid,1,High
JOB_0355,230,QA Engineer,39000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,2,Stable
JOB_0356,231,DevOps Engineer,30000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,3,High
JOB_0357,232,Data Engineer,79000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,5,High
JOB_0358,233,Data Analyst,80000,"SQL, Python, Tableau, Excel",Contract,On-site,1,Medium
JOB_0359,234,Frontend Developer,59000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,3,Medium
JOB_0360,234,Data Engineer,33000,"Python, Spark, Airflow, Snowflake",Contract,On-site,3,Stable
JOB_0361,235,Data Analyst,39000,"SQL, Python, Tableau, Excel",Contract,Hybrid,1,High
JOB_0362,235,Mobile Developer,92000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,5,Stable
JOB_0363,236,Product Manager,51000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,3,High
JOB_0364,236,Product Manager,39000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,Medium
JOB_0365,237,Backend Developer,34000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,1,Stable
JOB_0366,237,QA Engineer,44000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,1,Stable
JOB_0367,238,QA Engineer,57000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,Stable
JOB_0368,238,QA Engineer,82000,"Selenium, Cypress, Automated Testing, Jira",Contract,Hybrid,2,High
JOB_0369,238,Data Engineer,37000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,4,Medium
JOB_0370,239,UX/UI Designer,40000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,3,High
JOB_0371,240,Mobile Developer,41000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,5,Stable
JOB_0372,240,Frontend Developer,37000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,5,Medium
JOB_0373,241,QA Engineer,49000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,3,High
JOB_0374,242,Data Engineer,41000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,4,Medium
JOB_0375,242,Frontend Developer,74000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,4,Stable
JOB_0376,242,DevOps Engineer,49000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,5,Medium
JOB_0377,243,QA Engineer,70000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,High
JOB_0378,243,Frontend Developer,35000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,5,High
JOB_0379,244,Data Engineer,48000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,1,Stable
JOB_0380,244,Mobile Developer,47000,"Flutter, React Native, Swift, Kotlin",Contract,Remote,2,High
JOB_0381,244,Backend Developer,36000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,5,Stable
JOB_0382,245,Backend Developer,35000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,5,Medium
JOB_0383,245,Data Analyst,60000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,High
JOB_0384,245,Product Manager,81000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,4,High
JOB_0385,246,DevOps Engineer,72000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,3,Stable
JOB_0386,247,UX/UI Designer,90000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,2,Medium
JOB_0387,248,Frontend Developer,65000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Stable
JOB_0388,248,Product Manager,54000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,4,Stable
JOB_0389,249,Data Engineer,59000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,3,Medium
JOB_0390,249,Backend Developer,86000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,3,Stable
JOB_0391,249,Frontend Developer,45000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,4,High
JOB_0392,250,QA Engineer,31000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,Medium
JOB_0393,251,Data Analyst,56000,"SQL, Python, Tableau, Excel",Contract,On-site,3,High
JOB_0394,251,QA Engineer,42000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,3,High
JOB_0395,252,DevOps Engineer,71000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,2,Stable
JOB_0396,252,Mobile Developer,50000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,5,Medium
JOB_0397,253,QA Engineer,67000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,2,Medium
JOB_0398,254,Mobile Developer,58000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,1,High
JOB_0399,254,Mobile Developer,59000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,4,High
JOB_0400,255,Product Manager,56000,"Agile, Scrum, Jira, Product Roadmap",Contract,On-site,5,Medium
JOB_0401,255,Mobile Developer,34000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,1,Medium
JOB_0402,256,Data Analyst,66000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0403,257,Backend Developer,61000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,2,Medium
JOB_0404,257,UX/UI Designer,45000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,4,Medium
JOB_0405,258,QA Engineer,69000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,Medium
JOB_0406,258,Data Engineer,48000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,2,Stable
JOB_0407,258,Data Analyst,49000,"SQL, Python, Tableau, Excel",Full-time,On-site,5,High
JOB_0408,259,Full Stack Developer,60000,"React, Node.js, AWS, Docker",Full-time,On-site,3,Medium
JOB_0409,260,Backend Developer,33000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,3,High
JOB_0410,260,UX/UI Designer,60000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,High
JOB_0411,261,UX/UI Designer,46000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,4,Medium
JOB_0412,261,Mobile Developer,100000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,3,Stable
JOB_0413,261,UX/UI Designer,62000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,1,Stable
JOB_0414,262,UX/UI Designer,71000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,3,Medium
JOB_0415,262,QA Engineer,65000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,High
JOB_0416,263,QA Engineer,58000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,High
JOB_0417,263,Frontend Developer,34000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,2,High
JOB_0418,264,Data Analyst,39000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,High
JOB_0419,264,Full Stack Developer,51000,"React, Node.js, AWS, Docker",Full-time,Hybrid,2,Stable
JOB_0420,264,Data Engineer,32000,"Python, Spark, Airflow, Snowflake",Contract,On-site,1,Stable
JOB_0421,265,UX/UI Designer,72000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,4,Medium
JOB_0422,266,Full Stack Developer,61000,"React, Node.js, AWS, Docker",Full-time,On-site,4,High
JOB_0423,266,QA Engineer,31000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Remote,5,High
JOB_0424,266,UX/UI Designer,53000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,1,Medium
JOB_0425,267,UX/UI Designer,61000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,2,Medium
JOB_0426,268,Full Stack Developer,56000,"React, Node.js, AWS, Docker",Full-time,On-site,1,Stable
JOB_0427,268,UX/UI Designer,54000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,1,High
JOB_0428,269,Data Analyst,37000,"SQL, Python, Tableau, Excel",Full-time,On-site,3,High
JOB_0429,270,QA Engineer,63000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,Stable
JOB_0430,270,Backend Developer,62000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,5,Medium
JOB_0431,271,Product Manager,68000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,3,High
JOB_0432,272,Mobile Developer,35000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,4,High
JOB_0433,273,DevOps Engineer,52000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,5,Stable
JOB_0434,273,Data Analyst,41000,"SQL, Python, Tableau, Excel",Full-time,On-site,4,Stable
JOB_0435,274,QA Engineer,39000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,Medium
JOB_0436,275,UX/UI Designer,67000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,Stable
JOB_0437,276,UX/UI Designer,37000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,3,High
JOB_0438,276,Data Analyst,81000,"SQL, Python, Tableau, Excel",Full-time,On-site,3,Stable
JOB_0439,276,Data Engineer,47000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,4,Stable
JOB_0440,277,Data Engineer,56000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,3,Medium
JOB_0441,278,Data Analyst,47000,"SQL, Python, Tableau, Excel",Full-time,On-site,4,High
JOB_0442,279,Data Engineer,38000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,4,High
JOB_0443,280,Data Analyst,33000,"SQL, Python, Tableau, Excel",Contract,On-site,5,High
JOB_0444,280,DevOps Engineer,95000,"AWS, Docker, Kubernetes, CI/CD",Contract,Hybrid,2,Stable
JOB_0445,280,Data Engineer,41000,"Python, Spark, Airflow, Snowflake",Contract,On-site,5,High
JOB_0446,281,DevOps Engineer,53000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,4,Stable
JOB_0447,281,Mobile Developer,56000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,4,Medium
JOB_0448,282,Data Analyst,65000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,Stable
JOB_0449,282,Backend Developer,32000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,4,High
JOB_0450,282,Data Analyst,60000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,4,Medium
JOB_0451,283,DevOps Engineer,43000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,2,Medium
JOB_0452,284,Data Analyst,59000,"SQL, Python, Tableau, Excel",Full-time,On-site,2,Stable
JOB_0453,284,Data Engineer,50000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,5,High
JOB_0454,285,Data Analyst,41000,"SQL, Python, Tableau, Excel",Contract,On-site,1,Medium
JOB_0455,286,Data Analyst,35000,"SQL, Python, Tableau, Excel",Full-time,Remote,4,Stable
JOB_0456,287,Backend Developer,69000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,3,Stable
JOB_0457,287,Data Engineer,60000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,1,High
JOB_0458,287,Backend Developer,44000,"Node.js, Python, Go, PostgreSQL",Contract,On-site,4,Medium
JOB_0459,288,QA Engineer,38000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,High
JOB_0460,288,Full Stack Developer,45000,"React, Node.js, AWS, Docker",Full-time,On-site,1,Medium
JOB_0461,288,Data Analyst,58000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Stable
JOB_0462,289,Data Analyst,33000,"SQL, Python, Tableau, Excel",Full-time,Remote,1,Medium
JOB_0463,289,UX/UI Designer,55000,"Figma, Adobe XD, Wireframing, User Research",Contract,Hybrid,4,Stable
JOB_0464,289,Full Stack Developer,43000,"React, Node.js, AWS, Docker",Full-time,On-site,5,Stable
JOB_0465,290,DevOps Engineer,82000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,4,Medium
JOB_0466,291,DevOps Engineer,71000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,1,Medium
JOB_0467,292,Product Manager,51000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,5,Medium
JOB_0468,292,Mobile Developer,50000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,4,Medium
JOB_0469,293,Data Analyst,46000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,Stable
JOB_0470,294,Data Engineer,73000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,2,Stable
JOB_0471,294,Data Analyst,66000,"SQL, Python, Tableau, Excel",Full-time,On-site,5,High
JOB_0472,294,Product Manager,79000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,High
JOB_0473,295,Mobile Developer,63000,"Flutter, React Native, Swift, Kotlin",Full-time,Remote,3,High
JOB_0474,295,Frontend Developer,59000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,5,Medium
JOB_0475,296,Frontend Developer,76000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,High
JOB_0476,297,UX/UI Designer,77000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,4,Medium
JOB_0477,298,Frontend Developer,42000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,5,Stable
JOB_0478,299,UX/UI Designer,63000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,1,High
JOB_0479,300,Frontend Developer,32000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Medium
JOB_0480,300,Data Engineer,58000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,2,Medium
JOB_0481,300,Data Analyst,44000,"SQL, Python, Tableau, Excel",Contract,On-site,5,Stable
JOB_0482,301,Full Stack Developer,34000,"React, Node.js, AWS, Docker",Full-time,Hybrid,1,Medium
JOB_0483,301,DevOps Engineer,60000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,1,High
JOB_0484,301,Frontend Developer,37000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,3,Stable
JOB_0485,302,Backend Developer,33000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,5,Medium
JOB_0486,302,QA Engineer,76000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,Stable
JOB_0487,303,Backend Developer,33000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,2,High
JOB_0488,303,Product Manager,42000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,5,Stable
JOB_0489,303,Backend Developer,44000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,3,High
JOB_0490,304,UX/UI Designer,37000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,High
JOB_0491,304,Mobile Developer,72000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,4,Medium
JOB_0492,305,Full Stack Developer,74000,"React, Node.js, AWS, Docker",Contract,On-site,3,High
JOB_0493,306,UX/UI Designer,62000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,1,High
JOB_0494,306,Backend Developer,80000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,3,Stable
JOB_0495,307,Product Manager,73000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,1,Medium
JOB_0496,307,DevOps Engineer,75000,"AWS, Docker, Kubernetes, CI/CD",Contract,Hybrid,4,Stable
JOB_0497,308,Backend Developer,50000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,4,Stable
JOB_0498,309,Backend Developer,48000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,5,Stable
JOB_0499,309,DevOps Engineer,79000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,3,Medium
JOB_0500,309,Full Stack Developer,48000,"React, Node.js, AWS, Docker",Full-time,Hybrid,1,Medium
JOB_0501,310,UX/UI Designer,75000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,1,Medium
JOB_0502,310,Product Manager,45000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,1,Stable
JOB_0503,311,Full Stack Developer,120000,"React, Node.js, AWS, Docker",Full-time,On-site,5,High
JOB_0504,312,Backend Developer,39000,"Node.js, Python, Go, PostgreSQL",Full-time,Remote,5,Medium
JOB_0505,312,UX/UI Designer,52000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,4,Stable
JOB_0506,313,QA Engineer,72000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,Medium
JOB_0507,314,DevOps Engineer,64000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,1,Medium
JOB_0508,314,Backend Developer,70000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,1,High
